action: resupply[$c1],action: resupply[$c2],action: resupply[$c3],action: resupply[$c4],states: quant[$c1],states: quant[$c2],states: quant[$c3],states: quant[$c4]
0,203,118,77,347,14,153,0
0,0,0,433,342,7,152,1
0,0,22,280,0,0,0,0
499,0,0,0,0,0,22,280
94,0,335,0,206,0,20,274
311,0,1,161,214,0,18,268
0,164,0,287,222,0,16,262
408,24,0,0,217,13,14,269
0,0,0,452,220,5,12,263
19,58,0,265,215,0,10,275
0,194,46,173,223,0,8,269
382,0,0,0,218,13,19,276
73,169,130,65,213,5,17,270
0,232,0,212,221,0,15,264
0,0,0,492,216,13,13,271
44,0,0,183,211,5,11,273
255,0,0,0,224,0,9,267
288,0,80,46,232,0,7,261
5,116,0,99,240,0,5,255
0,0,0,246,240,8,3,257
0,0,384,0,235,0,1,264
0,488,0,0,230,0,12,258
0,452,0,1,225,13,10,252
154,53,198,23,220,26,8,247
0,420,48,0,235,18,6,241
0,74,0,207,230,31,25,235
124,0,68,184,225,23,23,229
0,0,423,0,241,15,21,223
0,0,447,0,236,7,40,217
0,0,0,389,231,0,58,211
0,0,0,419,226,0,56,218
488,0,0,0,221,0,54,225
140,20,0,0,229,0,52,219
90,0,215,0,237,0,50,213
0,0,0,397,245,0,48,207
0,417,0,0,240,0,46,214
0,0,0,321,235,13,44,208
180,0,19,221,230,5,42,223
0,417,0,37,243,0,40,217
175,0,166,142,238,13,38,224
54,140,33,259,241,5,36,218
8,349,0,0,254,0,34,212
108,0,0,144,257,5,32,206
168,0,74,0,270,0,30,200
0,0,397,0,278,0,28,194
0,0,5,382,273,0,39,188
41,248,18,0,268,0,42,195
153,171,0,77,271,0,40,189
90,1,0,104,279,0,38,183
0,0,449,0,287,0,36,177
0,0,0,458,282,0,47,171
0,239,109,0,277,0,45,178
139,218,0,0,272,13,56,172
106,0,0,391,275,5,54,166
307,0,0,192,288,0,52,160
0,100,41,0,296,0,50,154
0,0,478,0,291,13,61,148
0,0,0,271,286,5,67,142
111,316,0,0,281,0,65,154
0,298,0,0,289,0,63,148
0,117,0,350,284,13,61,142
102,90,261,0,279,26,59,157
359,63,61,0,274,18,57,151
0,0,24,385,290,10,55,145
0,245,105,0,285,2,74,160
0,121,0,299,280,0,72,154
264,0,2,211,275,7,70,155
117,333,0,48,283,0,68,149
0,119,0,376,291,0,66,143
0,0,66,426,286,13,64,150
135,31,82,111,281,5,70,152
248,0,0,77,286,0,68,146
0,364,0,0,294,0,66,140
0,452,13,0,289,13,64,134
7,354,8,0,284,26,75,128
128,0,244,0,286,19,74,122
0,23,0,386,301,11,72,116
127,133,49,49,296,24,70,131
30,188,79,69,291,16,68,125
0,0,259,188,307,8,66,119
0,196,0,0,302,0,85,134
0,199,147,55,297,0,83,128
162,0,0,287,292,5,86,127
126,215,0,104,295,0,84,121
11,245,35,0,303,0,82,115
73,0,179,0,309,2,82,109
284,0,111,24,317,0,80,103
0,50,301,0,325,0,78,97
491,0,0,0,320,13,89,91
63,0,0,311,323,5,87,85
0,0,156,321,336,0,85,79
179,0,0,0,331,0,96,86
62,9,239,34,326,0,94,80
0,349,0,0,334,0,92,74
0,0,0,383,329,13,90,68
107,0,287,34,324,5,88,83
9,126,286,41,337,0,86,77
49,112,157,93,341,4,88,75
0,0,148,193,345,0,86,69
0,330,0,0,340,0,97,76
93,0,0,361,335,0,95,70
0,487,0,0,343,0,93,64
149,0,0,345,0,0,0,0
0,0,264,169,149,0,0,345
0,0,0,409,144,0,17,356
251,0,249,0,139,0,15,350
28,169,0,40,143,0,13,344
0,199,0,143,151,0,11,338
0,258,0,147,146,13,9,345
0,0,0,173,141,13,7,347
115,113,76,115,136,5,5,354
120,0,134,211,149,0,3,348
270,0,69,155,157,0,1,342
183,102,0,51,164,0,0,336
191,98,202,0,170,0,0,330
1,126,365,0,176,0,0,324
193,274,0,0,172,10,10,318
154,0,173,140,178,2,8,312
409,0,28,0,188,0,6,306
76,0,197,0,196,0,4,300
418,0,0,0,204,0,2,294
0,350,0,0,212,0,0,288
0,0,0,473,207,11,0,282
138,0,0,159,202,3,0,295
0,0,194,250,211,0,0,289
0,0,0,246,206,0,11,294
0,498,0,0,201,0,9,290
193,278,0,0,196,13,7,284
380,0,0,79,212,5,5,278
235,0,220,0,225,0,3,272
0,0,41,234,233,0,1,266
0,265,0,0,228,0,12,272
61,249,3,0,223,1,10,266
394,0,72,0,232,0,8,260
261,0,0,230,240,0,6,254
0,169,0,249,248,0,4,248
448,0,0,0,243,13,2,255
217,0,0,178,246,5,0,249
241,0,0,237,257,0,0,243
219,0,67,40,263,0,0,237
76,0,0,44,269,0,0,231
297,0,0,164,275,0,0,225
385,0,0,0,281,0,0,219
430,0,0,0,287,0,0,213
328,0,0,146,293,0,0,207
359,0,80,0,299,0,0,201
0,0,385,0,305,0,0,195
0,0,209,55,300,0,11,189
90,0,372,0,295,0,22,196
441,0,0,0,290,0,20,190
59,146,182,0,298,0,18,184
92,189,130,0,306,0,16,178
0,0,0,344,314,0,14,172
214,0,0,146,309,0,12,179
0,0,13,140,317,0,10,173
231,0,0,0,312,0,21,180
30,0,74,385,307,0,19,174
0,43,448,0,315,0,17,168
96,0,0,343,310,13,28,162
16,96,0,223,313,5,26,156
0,0,429,39,324,2,24,152
0,0,110,327,319,0,35,159
153,0,324,0,314,0,33,153
274,0,0,139,322,0,31,147
39,59,0,287,330,0,29,141
0,393,0,35,338,0,27,135
455,0,0,0,333,13,25,142
97,0,263,0,336,5,23,136
462,0,1,0,349,0,21,130
406,0,0,0,357,0,19,124
499,0,0,0,365,0,17,118
41,441,0,0,373,0,15,112
0,68,0,370,381,0,13,106
177,0,0,208,376,13,11,113
0,72,159,77,379,5,9,107
432,0,0,0,374,18,25,119
440,0,0,0,369,10,23,113
193,11,0,163,370,2,21,107
182,153,26,21,380,0,19,101
362,0,0,10,388,0,17,95
124,0,2,269,396,0,15,89
0,235,220,0,404,0,13,83
79,73,50,0,399,13,24,77
0,0,0,492,402,5,22,71
0,245,105,129,397,0,20,83
0,0,0,392,392,13,31,90
0,0,61,135,387,5,29,84
201,32,72,122,382,0,40,91
36,296,0,0,377,0,38,85
0,33,314,0,385,0,36,79
0,0,218,247,380,13,47,73
27,359,0,74,375,5,53,75
39,229,209,0,380,0,51,69
87,0,0,283,388,0,49,63
0,0,341,75,396,0,47,57
0,426,43,0,391,0,58,64
0,443,0,0,386,0,56,58
0,0,232,207,381,13,54,52
0,0,0,481,376,5,73,67
0,153,312,0,371,0,71,61
26,78,127,253,366,10,79,55
0,51,432,0,372,2,77,49
0,0,0,417,0,0,0,0
0,192,0,296,0,0,0,417
317,0,0,0,0,89,0,500
475,0,0,0,0,81,0,494
51,102,201,0,0,73,0,488
0,153,271,18,0,65,0,482
0,62,0,399,0,57,0,476
0,0,471,0,0,49,0,470
479,0,0,0,0,41,0,464
81,74,214,0,9,33,0,458
121,80,30,34,23,25,0,452
154,200,132,0,37,17,0,446
0,294,0,0,51,9,0,440
271,0,90,32,46,20,0,434
0,490,0,0,60,12,0,428
0,226,0,0,55,23,0,422
155,82,191,68,50,34,0,416
361,0,0,0,64,26,0,410
0,424,0,0,78,18,0,404
0,442,0,0,73,29,0,398
0,45,0,455,68,40,0,392
0,0,200,162,63,51,0,405
217,0,0,245,58,43,0,399
0,35,159,162,72,35,0,393
0,0,361,45,67,46,19,406
0,112,0,362,62,38,17,400
0,0,234,239,57,34,15,398
50,0,388,0,52,26,30,409
175,0,102,0,51,18,28,403
141,314,0,0,67,10,26,397
0,375,3,0,83,2,24,391
10,401,0,0,78,15,25,385
192,0,0,270,83,15,23,379
309,0,93,0,99,7,21,373
455,19,0,0,114,0,19,367
0,0,0,440,122,0,17,361
0,0,322,0,117,0,15,368
0,142,0,254,112,0,26,362
0,83,267,90,107,13,24,369
0,90,0,369,102,13,30,371
0,0,40,186,97,10,28,370
0,0,475,0,92,2,42,380
86,0,27,0,87,0,40,374
0,327,0,117,94,0,38,368
70,235,0,0,89,13,36,375
129,368,0,0,92,5,34,369
0,0,68,432,105,0,32,363
0,0,413,0,100,0,43,370
374,0,0,0,95,0,41,364
2,126,0,75,103,0,39,358
0,190,102,196,100,11,37,363
247,0,0,176,95,13,45,367
89,385,0,0,91,5,43,361
51,0,0,392,104,0,41,355
0,0,0,390,112,0,39,349
0,40,151,93,107,0,37,356
0,0,85,382,102,13,48,363
141,0,350,0,97,5,46,357
0,264,0,19,105,0,44,351
55,0,155,186,100,13,42,358
0,0,30,326,103,5,40,352
98,0,0,173,98,0,56,364
0,0,217,250,93,0,54,358
0,0,498,0,88,0,60,360
60,0,249,0,83,0,63,354
0,42,398,0,91,0,61,348
0,171,266,0,86,13,72,342
15,66,373,0,81,13,78,336
0,0,291,0,89,5,76,330
67,117,110,0,84,0,92,324
0,0,213,172,92,0,90,318
0,128,63,151,87,0,101,325
188,56,105,0,82,0,99,319
112,214,49,0,90,0,97,313
346,0,0,0,98,0,95,307
119,274,0,0,106,0,93,301
49,152,137,141,114,0,91,295
0,0,0,479,122,0,89,289
22,29,0,383,117,0,87,296
0,0,0,426,125,0,85,290
0,0,337,28,120,0,83,297
0,0,492,0,115,0,94,304
256,0,0,126,110,0,92,298
320,109,0,2,118,0,90,292
129,191,0,0,126,0,88,286
366,78,0,0,134,0,86,280
318,0,0,73,142,0,84,274
392,43,0,0,150,0,82,268
195,0,0,238,158,0,80,262
0,0,154,330,166,0,78,256
0,0,493,0,161,0,89,263
0,0,0,417,156,0,87,257
0,0,0,456,151,0,85,264
22,98,207,53,146,0,83,271
383,0,0,17,154,0,81,265
0,0,498,0,162,0,79,259
74,162,0,181,157,0,90,253
0,0,184,120,165,0,88,247
296,82,0,37,160,0,99,254
391,0,77,0,155,0,97,248
0,212,29,235,0,0,0,0
0,0,292,0,0,212,29,235
119,0,50,239,0,204,67,229
9,18,86,74,16,196,65,223
254,176,0,41,20,200,75,229
0,0,414,0,15,192,73,223
8,344,98,0,10,184,89,217
0,0,0,440,13,189,100,211
437,0,0,0,8,181,98,213
0,7,0,412,24,173,96,207
0,256,180,0,19,172,94,222
0,0,180,118,14,178,106,216
149,0,132,0,9,170,111,217
163,0,275,0,18,162,109,211
0,173,323,0,34,154,107,205
0,0,356,0,29,167,126,199
322,0,22,121,24,159,124,193
16,62,136,106,40,151,122,187
0,225,36,0,51,148,125,186
0,111,245,41,46,151,134,180
0,209,130,137,41,153,142,184
0,0,182,65,36,146,141,179
0,72,269,0,31,138,158,192
0,0,0,461,26,132,158,186
0,0,415,0,21,124,156,199
57,259,0,100,16,116,175,193
0,154,120,63,32,108,173,187
0,102,0,273,27,121,192,202
0,213,256,0,22,113,190,196
41,0,378,0,17,105,188,190
0,0,490,0,33,97,186,184
0,0,325,134,28,89,205,178
0,2,0,474,23,81,224,193
0,348,0,73,18,73,222,187
0,0,28,341,13,86,220,202
0,294,0,139,8,78,218,196
0,0,268,153,3,91,216,211
9,101,0,55,0,83,214,205
0,158,0,173,9,80,212,204
409,0,0,0,4,88,210,214
377,121,0,0,4,80,208,208
0,0,363,0,20,72,206,202
153,0,339,0,15,64,225,196
0,55,350,52,31,56,223,190
66,0,372,0,26,69,242,205
0,268,163,0,21,61,240,199
0,131,274,27,16,53,238,193
0,0,0,491,11,66,257,208
0,0,0,309,6,58,255,202
314,0,0,5,1,50,253,196
0,178,221,14,17,42,251,190
187,27,242,0,12,55,270,198
0,0,117,248,7,47,268,192
184,0,179,0,2,39,273,193
85,0,102,297,11,31,271,187
399,0,0,62,27,23,269,181
0,4,106,182,43,15,267,175
259,0,0,92,38,11,286,190
0,0,187,285,33,3,284,184
299,114,0,0,28,0,294,190
452,0,0,0,24,0,292,184
0,58,0,367,32,0,290,178
0,0,100,0,27,13,288,185
0,0,374,123,22,5,294,179
0,0,114,187,17,0,310,191
191,0,0,0,12,0,308,185
0,403,0,34,15,0,306,179
252,90,104,0,10,13,304,186
0,0,133,191,13,5,302,180
0,0,2,430,8,0,318,192
281,0,0,206,3,0,316,186
221,0,223,0,6,0,314,180
224,0,0,0,14,0,312,174
91,358,0,0,22,0,310,168
0,145,0,0,30,0,308,162
32,278,0,59,25,13,306,156
0,5,271,205,41,5,304,150
0,410,74,0,36,5,320,162
10,468,0,0,31,0,318,156
19,219,209,0,34,0,316,150
267,0,0,206,42,0,314,144
0,0,426,0,50,0,312,138
18,301,0,0,45,0,323,132
193,18,166,0,53,0,321,126
0,0,451,0,61,0,319,120
0,0,0,441,56,0,330,114
102,335,0,19,51,0,328,121
0,0,301,0,59,0,326,115
421,0,5,0,54,0,337,109
0,211,0,91,62,0,335,103
270,123,0,0,57,13,333,110
0,9,0,464,60,5,331,104
87,0,0,380,55,9,329,116
9,0,304,187,62,1,327,110
464,0,0,0,66,0,330,109
0,0,204,143,69,0,328,103
0,0,419,0,64,0,339,110
0,133,284,0,59,0,337,104
0,0,169,331,54,13,348,98
74,190,159,0,49,5,354,100
134,1,0,129,0,0,0,0
343,12,0,0,134,1,0,129
0,0,395,44,377,0,0,123
28,97,0,0,372,0,11,128
14,0,0,250,369,0,9,122
7,0,0,478,377,0,7,116
212,141,14,0,379,0,5,116
0,468,0,0,387,0,3,110
211,0,94,0,382,13,1,104
31,0,129,137,397,5,0,98
413,50,0,0,408,0,0,92
123,1,8,358,414,0,0,86
51,159,10,197,420,0,0,80
475,0,0,0,426,0,0,74
0,4,0,197,432,0,0,68
231,54,0,15,427,4,0,73
0,245,113,0,433,0,0,67
0,198,0,159,428,11,11,61
85,127,0,112,423,13,9,65
0,242,143,22,429,5,7,59
199,241,0,25,424,18,23,71
0,495,0,0,419,10,21,65
399,0,0,0,414,8,19,59
0,406,0,0,430,0,17,53
0,0,41,410,425,13,15,47
70,183,132,0,420,5,34,62
105,0,198,155,415,0,32,56
261,57,0,70,420,0,30,50
0,0,397,0,428,0,28,44
0,0,0,307,423,0,39,38
0,0,374,0,418,0,37,45
121,221,46,77,413,0,48,39
0,22,475,0,421,0,46,33
0,248,0,233,416,13,57,27
0,169,0,308,411,13,55,29
0,0,381,0,406,18,53,36
0,0,300,86,401,10,59,30
126,7,169,75,396,2,78,45
176,197,0,0,391,0,76,39
125,0,233,72,393,0,74,33
0,300,0,196,401,0,72,27
204,154,72,68,396,13,70,34
0,0,211,0,399,5,68,28
0,0,463,0,394,0,84,22
0,393,33,0,389,0,95,16
29,411,59,0,384,13,106,10
0,43,0,341,387,5,104,4
136,0,286,0,382,16,102,16
0,0,389,0,382,8,100,10
103,31,201,13,377,0,119,4
255,0,94,78,383,0,117,0
127,0,48,53,385,0,115,0
0,60,260,0,387,0,113,0
0,232,104,3,382,7,118,0
0,0,55,407,377,7,123,3
148,106,0,94,372,0,128,7
0,0,418,0,373,0,126,1
0,48,185,0,368,0,132,0
129,144,0,100,363,7,137,0
0,341,26,37,365,0,135,0
132,210,0,0,360,7,140,7
0,499,0,0,361,0,138,1
430,0,44,16,356,8,136,0
8,138,0,296,366,0,134,0
0,24,119,19,368,0,132,0
187,124,5,0,363,7,137,7
48,0,0,440,364,0,135,1
148,323,0,0,367,0,133,0
24,186,218,51,369,0,131,0
0,102,96,117,371,0,129,0
223,2,0,184,366,7,134,7
0,0,471,0,367,0,132,1
349,94,0,0,362,0,138,0
0,6,239,245,364,0,136,0
0,137,207,0,359,6,141,7
102,0,0,360,354,6,145,1
85,141,0,210,357,0,143,0
0,0,470,0,359,0,141,0
0,0,0,471,354,0,146,0
0,0,494,0,349,0,144,7
124,0,0,302,344,0,155,1
0,0,429,0,347,0,153,0
235,69,36,59,342,0,158,0
0,483,0,0,344,0,156,0
0,371,111,0,339,7,154,0
0,23,241,64,334,14,166,0
0,277,14,110,329,7,165,1
375,0,0,0,324,13,176,13
338,0,39,0,319,5,174,7
12,268,213,0,327,0,172,1
0,176,0,0,330,0,170,0
313,0,5,0,325,7,168,0
0,0,134,276,334,0,166,0
0,66,0,366,329,0,171,7
0,90,0,305,324,6,169,7
375,0,0,101,319,13,167,14
424,0,0,0,322,5,165,8
166,0,120,64,335,0,163,2
0,0,390,0,339,0,161,0
0,0,422,0,334,0,166,0
67,104,199,9,0,0,0,0
286,28,42,139,67,104,199,9
280,0,21,0,204,96,197,3
0,0,0,329,217,88,195,0
72,137,115,82,212,80,193,15
0,145,230,0,228,72,191,9
0,207,116,0,223,85,210,3
252,111,8,118,218,77,208,0
0,0,0,409,225,69,206,0
0,17,221,71,220,61,204,15
94,216,0,159,215,70,223,30
275,224,0,0,210,62,221,24
22,105,0,213,209,54,219,18
198,12,0,162,225,46,217,12
0,27,0,397,241,38,215,6
0,288,105,0,236,51,213,21
53,147,156,80,231,43,211,15
0,0,370,0,247,35,209,9
177,0,0,315,242,27,228,3
0,0,188,280,255,19,226,0
0,146,8,52,250,11,239,15
0,449,0,0,245,9,243,15
498,0,0,0,240,10,241,9
75,2,169,65,256,2,239,3
236,2,0,0,263,0,237,0
0,14,0,318,265,0,235,0
191,0,230,0,260,7,233,7
0,413,0,64,268,0,231,1
125,135,2,0,263,8,229,8
0,0,40,364,271,0,227,2
0,387,0,0,266,0,234,9
0,0,0,380,261,4,232,3
22,0,0,336,256,0,230,14
235,0,0,18,264,0,228,8
304,35,54,0,272,0,226,2
281,0,0,84,276,0,224,0
291,0,0,0,278,0,222,0
365,5,62,16,280,0,220,0
73,248,22,0,282,0,218,0
0,330,122,0,284,0,216,0
124,239,78,29,279,7,221,0
89,0,310,96,281,0,219,0
0,101,368,0,283,0,217,0
80,76,147,23,278,7,222,0
0,223,0,118,280,0,220,0
0,81,71,266,275,7,218,7
489,0,0,0,270,13,229,14
0,0,0,359,265,5,227,8
0,182,0,299,260,0,225,15
220,0,0,0,255,13,223,22
0,244,0,101,258,5,221,16
0,0,222,0,253,18,219,28
122,307,0,12,248,10,220,22
0,0,466,0,264,2,218,16
249,0,0,219,259,0,231,10
88,0,0,244,267,0,229,4
322,98,0,0,273,0,227,0
0,367,0,47,275,0,225,0
362,0,0,29,270,7,223,7
34,331,93,0,278,0,221,1
0,191,138,113,281,0,219,0
0,361,24,0,276,7,224,7
0,284,0,0,271,6,228,1
184,0,192,66,266,8,226,0
0,469,0,0,276,0,224,0
0,0,90,344,271,7,222,0
0,174,109,53,266,0,234,14
124,0,236,0,261,0,232,8
117,84,0,50,268,0,230,2
0,0,447,0,272,0,228,0
159,0,0,91,267,0,233,0
0,0,120,292,269,0,231,0
0,10,96,110,264,0,236,7
0,0,0,443,259,6,240,7
256,0,146,0,254,0,238,8
0,64,0,67,262,0,236,2
0,195,0,226,257,9,234,9
202,180,0,0,252,13,232,15
0,0,0,378,256,5,230,9
33,221,69,0,251,0,228,21
283,0,0,0,259,0,226,15
366,0,0,0,267,0,224,9
394,0,41,0,275,0,222,3
372,0,0,0,280,0,220,0
0,454,0,0,282,0,218,0
196,190,0,54,277,7,216,0
25,35,67,111,286,0,214,0
118,307,0,0,288,0,212,0
209,0,135,24,290,0,210,0
0,200,291,0,292,0,208,0
0,0,0,322,287,7,213,0
199,36,53,0,282,0,211,7
0,104,302,0,290,0,209,1
0,70,364,0,285,8,215,0
191,0,128,70,280,7,220,0
118,332,2,0,282,0,218,0
42,0,402,0,284,0,216,0
414,0,62,0,286,0,214,0
0,221,0,212,288,0,212,0
106,58,0,308,283,7,210,7
149,0,0,247,0,0,0,0
38,119,0,137,149,0,0,247
0,0,265,169,182,77,0,318
0,0,392,0,177,69,0,312
96,358,41,0,172,61,0,306
0,430,0,0,167,53,0,300
183,0,107,32,162,45,0,294
0,287,0,147,175,37,0,288
0,430,35,0,170,48,0,301
0,101,0,41,165,40,0,295
0,480,0,0,160,51,0,308
150,102,38,0,155,43,0,302
0,492,0,0,169,35,0,296
377,19,0,0,164,46,0,290
298,198,0,0,178,38,0,284
264,0,0,198,192,30,0,278
33,0,16,196,206,22,0,272
178,273,23,0,220,14,0,266
18,0,219,139,234,6,0,260
88,0,89,0,246,0,0,254
0,0,0,470,252,0,0,248
0,72,194,166,247,0,0,253
0,99,249,98,242,11,11,258
64,68,0,337,237,3,9,252
416,0,0,0,247,0,7,246
361,0,0,0,255,0,5,240
0,0,219,43,263,0,3,234
473,0,0,0,258,0,14,241
0,251,0,104,253,0,12,235
84,325,8,0,248,13,10,242
0,170,144,0,251,5,8,236
0,400,0,74,246,18,24,230
428,0,0,0,241,13,22,227
321,0,102,0,254,5,20,221
0,0,0,498,267,0,18,215
142,168,115,0,262,0,16,222
0,0,12,387,270,0,14,216
0,0,389,0,265,0,24,223
191,0,0,39,260,0,23,217
0,347,0,6,268,0,21,211
0,83,51,277,263,13,19,211
0,264,0,0,258,20,32,220
0,0,0,430,253,12,30,214
337,0,158,0,248,4,28,220
307,43,0,26,260,0,26,214
347,89,0,0,268,0,24,208
88,192,53,162,276,0,22,202
0,2,441,0,284,0,20,196
249,178,0,0,279,2,31,190
0,0,407,0,287,0,29,184
50,85,337,0,282,0,40,178
140,0,47,97,290,0,38,172
7,109,307,0,298,0,36,166
54,0,0,301,300,6,40,160
105,0,0,303,308,0,38,154
161,0,0,301,316,0,36,148
0,381,21,0,324,0,34,142
29,8,393,0,319,13,45,136
408,0,0,0,322,5,43,130
0,0,451,0,335,0,41,124
0,0,409,0,330,0,52,118
8,234,20,92,325,0,63,112
322,0,0,87,328,5,66,111
54,283,0,96,331,0,64,105
484,0,0,0,339,0,62,99
0,242,0,95,347,0,60,93
479,0,0,0,342,13,58,100
0,0,161,4,345,5,56,94
191,0,0,113,340,0,72,92
493,0,0,0,344,0,70,86
0,435,0,0,352,0,68,80
112,0,0,207,347,13,66,74
370,39,0,0,363,5,64,68
0,61,371,0,376,0,62,62
253,0,0,200,371,13,73,56
0,237,203,0,374,5,71,50
0,0,243,174,369,18,87,44
0,290,45,129,364,10,88,41
0,382,0,0,359,20,104,53
0,249,47,0,354,12,102,47
236,0,0,105,349,10,106,41
466,0,0,0,359,2,104,35
62,32,369,3,369,0,102,29
53,159,189,0,377,0,100,23
49,262,0,0,385,0,98,17
0,0,125,331,393,0,96,11
0,91,45,269,388,0,107,18
0,363,0,71,383,0,105,12
0,0,0,380,378,13,103,19
0,472,0,0,373,5,101,21
215,0,0,265,368,18,99,15
0,372,0,0,384,10,97,9
0,0,0,395,379,23,95,3
0,0,164,176,374,15,93,18
288,0,0,0,369,7,112,33
0,0,287,0,364,0,110,27
75,200,0,0,359,0,120,21
79,195,0,117,367,0,118,15
0,0,413,0,375,0,116,9
0,386,0,31,370,0,127,3
109,19,113,12,0,0,0,0
0,0,56,396,109,19,113,12
0,0,20,377,104,11,167,274
0,358,53,61,99,3,165,268
0,0,0,400,94,0,163,262
350,0,0,0,89,0,161,256
0,497,0,0,91,0,159,250
0,0,0,419,86,13,157,244
261,160,0,0,81,5,155,259
236,0,33,0,94,0,153,253
0,0,0,390,102,0,151,247
0,108,207,157,97,0,149,254
233,0,66,0,92,13,160,261
13,452,0,0,87,5,158,255
119,0,40,286,95,0,156,249
9,152,82,171,103,0,154,243
315,0,0,179,107,4,156,241
217,115,0,60,111,0,154,235
0,244,0,0,119,0,152,229
0,0,0,480,114,13,150,223
0,88,402,0,109,5,148,238
0,0,482,0,104,18,164,232
0,0,85,255,99,10,165,226
127,203,0,0,94,2,184,241
0,353,0,123,89,0,182,235
0,0,144,268,84,7,180,236
0,233,183,0,79,0,191,243
383,0,104,0,74,0,189,237
0,0,430,27,82,0,187,231
353,10,0,15,77,0,198,238
465,0,0,0,72,0,196,232
0,0,0,415,80,0,194,226
423,0,0,0,75,0,192,233
0,348,99,0,83,0,190,227
33,0,0,182,78,13,201,221
165,103,0,0,81,5,199,215
0,0,388,0,94,0,197,209
0,11,0,456,89,0,208,203
255,0,230,0,84,11,206,210
0,245,254,0,89,3,204,204
0,361,0,0,84,16,218,198
200,160,0,42,79,13,216,192
0,0,7,461,95,5,214,186
0,0,0,368,90,0,219,198
48,63,131,0,85,0,217,198
0,0,388,11,93,0,215,192
59,0,303,0,88,0,226,197
133,138,27,94,85,0,224,191
0,0,364,73,93,0,222,185
235,71,0,58,88,0,233,192
390,0,0,0,83,0,231,186
0,0,0,341,91,0,229,180
337,0,0,19,86,0,227,187
403,61,0,0,94,0,225,181
196,303,0,0,102,0,223,175
276,72,0,0,110,0,221,169
68,0,213,0,118,0,219,163
205,24,0,216,126,0,217,157
0,395,0,0,134,0,215,151
251,41,0,20,129,13,213,145
0,174,82,160,145,5,211,139
208,0,0,149,140,18,227,151
483,0,0,0,135,10,225,145
96,0,0,361,136,2,223,139
0,472,0,0,146,0,221,133
299,0,122,0,141,13,219,127
0,160,308,0,157,5,217,121
85,9,0,284,152,18,233,115
0,100,32,362,150,10,231,109
112,0,44,88,145,23,250,124
285,0,215,0,140,15,248,118
101,0,271,0,135,7,246,112
0,16,0,340,150,0,244,106
0,0,399,0,145,13,242,113
0,441,15,0,140,5,248,107
152,48,0,105,135,18,261,101
205,52,0,170,136,10,259,95
0,0,44,448,152,2,257,89
137,0,0,196,147,0,270,98
330,92,0,49,142,0,268,92
244,154,3,41,148,0,266,86
459,0,0,0,156,0,264,80
95,288,0,0,164,0,262,74
17,0,401,0,172,0,260,68
0,128,176,166,180,0,258,62
0,374,0,34,175,13,269,69
21,277,181,0,170,5,267,63
134,127,0,186,178,0,265,57
423,0,0,0,186,0,263,51
0,0,0,469,194,0,261,45
94,0,0,348,189,0,259,52
485,0,0,0,197,0,257,46
145,0,0,309,205,0,255,40
0,267,0,150,213,0,253,34
305,0,3,126,208,13,251,41
0,465,0,9,211,5,249,35
0,348,0,0,206,18,247,38
0,385,0,0,201,22,245,32
280,0,123,0,196,35,243,26
316,169,0,0,212,27,241,20
0,24,302,0,0,0,0,0
0,0,319,74,0,24,302,0
0,137,148,0,0,16,484,74
41,131,102,8,0,8,482,68
206,97,0,34,0,0,480,62
356,0,52,0,0,0,478,56
0,0,205,225,0,0,476,50
105,54,69,0,0,0,474,44
0,171,0,313,0,0,472,38
130,0,0,333,0,0,470,32
410,0,0,0,6,0,468,26
125,324,0,0,14,0,466,20
199,300,0,0,22,0,464,14
0,400,0,0,30,0,462,8
70,351,0,0,25,13,460,2
0,99,0,300,37,5,458,0
469,0,31,0,32,12,456,12
248,215,0,0,36,4,454,6
273,0,0,0,48,0,452,0
2,0,337,0,50,0,450,0
52,0,390,0,47,0,453,0
48,46,210,26,49,0,451,0
0,182,0,273,51,0,449,0
330,0,0,0,46,7,447,7
86,206,0,0,54,0,445,1
79,0,299,0,57,0,443,0
0,263,195,0,59,0,441,0
239,0,0,61,54,7,446,0
169,0,0,201,56,0,444,0
274,0,133,0,58,0,442,0
0,427,0,0,60,0,440,0
225,0,217,0,55,7,438,0
111,202,0,99,64,0,436,0
153,213,0,0,66,0,434,0
234,18,0,0,68,0,432,0
0,84,192,88,70,0,430,0
336,0,18,69,65,7,435,7
0,228,135,0,66,0,433,1
74,0,124,3,61,8,439,0
336,106,31,0,63,0,437,0
0,385,67,0,65,0,435,0
193,109,0,121,60,7,440,0
0,22,164,212,62,0,438,0
412,0,0,0,57,7,443,7
141,4,187,23,58,0,441,1
0,0,0,371,61,0,439,0
70,0,112,248,56,0,437,7
144,0,142,60,64,0,435,1
144,0,131,0,67,0,433,0
0,335,0,0,69,0,431,0
40,0,439,0,64,7,429,0
223,0,79,175,73,0,427,0
0,0,347,0,75,0,425,0
455,0,0,0,70,0,430,0
0,122,306,0,72,0,428,0
122,265,0,48,67,7,433,0
413,0,0,0,69,0,431,0
0,0,404,0,71,0,429,0
125,78,9,172,66,0,434,0
0,412,0,0,68,0,432,0
0,149,320,0,63,7,430,0
225,0,0,162,58,14,442,0
233,29,217,0,54,6,440,0
0,0,473,0,62,0,438,0
0,0,408,84,57,0,443,0
36,0,290,0,52,0,448,7
249,0,100,127,53,0,446,1
45,0,356,0,56,0,444,0
